DATE,age_category,percent_positive_7d_avg
2021-05-14,18to24,0.0873
2021-05-15,18to24,0.0861
2021-05-16,18to24,0.0842
2021-05-17,18to24,0.0830
2021-05-18,18to24,0.0806
2021-05-19,18to24,0.0797
2021-05-20,18to24,0.0793
2021-05-21,18to24,0.0770
2021-05-22,18to24,0.0754
2021-05-23,18to24,0.0738
2021-05-24,18to24,0.0736
2021-05-25,18to24,0.0712
2021-05-26,18to24,0.0660
2021-05-27,18to24,0.0618
2021-05-28,18to24,0.0585
2021-05-29,18to24,0.0565
2021-05-30,18to24,0.0543
2021-05-31,18to24,0.0499
2021-06-01,18to24,0.0471
2021-06-02,18to24,0.0460
2021-06-03,18to24,0.0429
2021-06-04,18to24,0.0411
2021-06-05,18to24,0.0396
2021-06-06,18to24,0.0377
2021-06-07,18to24,0.0370
2021-06-08,18to24,0.0366
2021-06-09,18to24,0.0350
2021-06-10,18to24,0.0343
2021-06-11,18to24,0.0338
2021-06-12,18to24,0.0338
2021-06-13,18to24,0.0345
2021-06-14,18to24,0.0322
2021-06-15,18to24,0.0293
2021-06-16,18to24,0.0277
2021-06-17,18to24,0.0255
2021-06-18,18to24,0.0242
2021-06-19,18to24,0.0231
2021-06-20,18to24,0.0221
2021-06-21,18to24,0.0217
2021-06-22,18to24,0.0208
2021-06-23,18to24,0.0200
2021-06-24,18to24,0.0191
2021-06-25,18to24,0.0183
2021-06-26,18to24,0.0179
2021-06-27,18to24,0.0172
2021-06-28,18to24,0.0167
2021-06-29,18to24,0.0170
2021-06-30,18to24,0.0169
2021-07-01,18to24,0.0175
2021-07-02,18to24,0.0171
2021-07-03,18to24,0.0155
2021-07-04,18to24,0.0154
2021-07-05,18to24,0.0146
2021-07-06,18to24,0.0141
2021-07-07,18to24,0.0134
2021-07-08,18to24,0.0128
2021-07-09,18to24,0.0119
2021-07-10,18to24,0.0128
2021-07-11,18to24,0.0129
2021-07-12,18to24,0.0136
2021-07-13,18to24,0.0127
2021-07-14,18to24,0.0138
2021-07-15,18to24,0.0135
2021-07-16,18to24,0.0136
2021-07-17,18to24,0.0139
2021-07-18,18to24,0.0130
2021-07-19,18to24,0.0127
2021-07-20,18to24,0.0139
2021-07-21,18to24,0.0129
2021-07-22,18to24,0.0132
2021-07-23,18to24,0.0131
2021-07-24,18to24,0.0130
2021-07-25,18to24,0.0140
2021-07-26,18to24,0.0136
2021-07-27,18to24,0.0136
2021-07-28,18to24,0.0148
2021-07-29,18to24,0.0156
2021-07-30,18to24,0.0160
2021-07-31,18to24,0.0166
2021-08-01,18to24,0.0154
2021-08-02,18to24,0.0156
2021-08-03,18to24,0.0163
2021-08-04,18to24,0.0186
2021-08-05,18to24,0.0202
2021-08-06,18to24,0.0233
2021-08-07,18to24,0.0253
2021-08-08,18to24,0.0272
2021-08-09,18to24,0.0289
2021-08-10,18to24,0.0320
2021-08-11,18to24,0.0357
2021-08-12,18to24,0.0397
2021-08-13,18to24,0.0429
2021-08-14,18to24,0.0451
2021-08-15,18to24,0.0475
2021-08-16,18to24,0.0512
2021-08-17,18to24,0.0558
2021-08-18,18to24,0.0558
2021-08-19,18to24,0.0577
2021-08-20,18to24,0.0585
2021-08-21,18to24,0.0596
2021-08-22,18to24,0.0597
2021-08-23,18to24,0.0604
2021-08-24,18to24,0.0582
2021-08-25,18to24,0.0577
2021-08-26,18to24,0.0551
2021-08-27,18to24,0.0546
2021-08-28,18to24,0.0533
2021-08-29,18to24,0.0518
2021-08-30,18to24,0.0508
2021-08-31,18to24,0.0496
2021-09-01,18to24,0.0492
2021-09-02,18to24,0.0509
2021-09-03,18to24,0.0494
2021-09-04,18to24,0.0494
2021-09-05,18to24,0.0501
2021-09-06,18to24,0.0508
2021-09-07,18to24,0.0513
2021-09-08,18to24,0.0510
2021-09-09,18to24,0.0500
2021-09-10,18to24,0.0503
2021-09-11,18to24,0.0490
2021-09-12,18to24,0.0490
2021-09-13,18to24,0.0495
2021-09-14,18to24,0.0491
2021-09-15,18to24,0.0497
2021-09-16,18to24,0.0477
2021-09-17,18to24,0.0467
2021-09-18,18to24,0.0459
2021-09-19,18to24,0.0454
2021-09-20,18to24,0.0417
2021-09-21,18to24,0.0439
2021-09-22,18to24,0.0411
2021-09-23,18to24,0.0392
2021-09-24,18to24,0.0380
2021-09-25,18to24,0.0370
2021-09-26,18to24,0.0345
2021-09-27,18to24,0.0334
2021-09-28,18to24,0.0310
2021-09-29,18to24,0.0297
2021-09-30,18to24,0.0285
2021-10-01,18to24,0.0277
2021-10-02,18to24,0.0275
2021-10-03,18to24,0.0278
2021-10-04,18to24,0.0279
2021-10-05,18to24,0.0255
2021-10-06,18to24,0.0246
2021-10-07,18to24,0.0244
2021-10-08,18to24,0.0227
2021-10-09,18to24,0.0217
2021-10-10,18to24,0.0216
2021-10-11,18to24,0.0209
2021-10-12,18to24,0.0218
2021-10-13,18to24,0.0210
2021-10-14,18to24,0.0208
2021-10-15,18to24,0.0201
2021-10-16,18to24,0.0200
2021-10-17,18to24,0.0199
2021-10-18,18to24,0.0205
2021-10-19,18to24,0.0184
2021-10-20,18to24,0.0188
2021-10-21,18to24,0.0181
2021-10-22,18to24,0.0189
2021-10-23,18to24,0.0190
2021-10-24,18to24,0.0188
2021-10-25,18to24,0.0175
2021-10-26,18to24,0.0186
2021-10-27,18to24,0.0192
2021-10-28,18to24,0.0201
2021-10-29,18to24,0.0211
2021-10-30,18to24,0.0213
2021-10-31,18to24,0.0214
2021-11-01,18to24,0.0219
2021-11-02,18to24,0.0223
2021-11-03,18to24,0.0223
2021-11-04,18to24,0.0236
2021-11-05,18to24,0.0242
2021-11-06,18to24,0.0260
2021-11-07,18to24,0.0261
2021-11-08,18to24,0.0264
2021-11-09,18to24,0.0263
2021-11-10,18to24,0.0264
2021-11-11,18to24,0.0248
2021-11-12,18to24,0.0246
2021-11-13,18to24,0.0235
2021-11-14,18to24,0.0232
2021-11-15,18to24,0.0231
2021-11-16,18to24,0.0237
2021-11-17,18to24,0.0236
2021-11-18,18to24,0.0243
2021-11-19,18to24,0.0236
2021-11-20,18to24,0.0245
2021-11-21,18to24,0.0250
2021-11-22,18to24,0.0256
2021-11-23,18to24,0.0260
2021-11-24,18to24,0.0267
2021-11-25,18to24,0.0272
2021-11-26,18to24,0.0273
2021-11-27,18to24,0.0287
2021-11-28,18to24,0.0288
2021-11-29,18to24,0.0308
2021-11-30,18to24,0.0324
2021-12-01,18to24,0.0332
2021-12-02,18to24,0.0349
2021-12-03,18to24,0.0357
2021-12-04,18to24,0.0348
2021-12-05,18to24,0.0363
2021-12-06,18to24,0.0381
2021-12-07,18to24,0.0403
2021-12-08,18to24,0.0469
2021-12-09,18to24,0.0503
2021-12-10,18to24,0.0563
2021-12-11,18to24,0.0591
2021-12-12,18to24,0.0615
2021-12-13,18to24,0.0669
2021-12-14,18to24,0.0766
2021-12-15,18to24,0.0884
2021-12-16,18to24,0.1008
2021-12-17,18to24,0.1125
2021-12-18,18to24,0.1233
2021-12-19,18to24,0.1336
2021-12-20,18to24,0.1553
2021-12-21,18to24,0.1844
2021-12-22,18to24,0.2158
2021-12-23,18to24,0.2449
2021-12-24,18to24,0.2697
2021-12-25,18to24,0.2833
2021-12-26,18to24,0.2991
2021-12-27,18to24,0.3283
2021-12-28,18to24,0.3546
2021-12-29,18to24,0.3768
2021-12-30,18to24,0.3986
2021-12-31,18to24,0.4046
2022-01-01,18to24,0.4036
2022-01-02,18to24,0.4016
2022-01-03,18to24,0.3982
2022-01-04,18to24,0.3918
2022-01-05,18to24,0.3795
2022-01-06,18to24,0.3578
2022-01-07,18to24,0.3476
2022-01-08,18to24,0.3466
2022-01-09,18to24,0.3441
2022-01-10,18to24,0.3361
2022-01-11,18to24,0.3249
2022-01-12,18to24,0.3102
2022-01-13,18to24,0.2977
2022-01-14,18to24,0.2879
2022-01-15,18to24,0.2838
2022-01-16,18to24,0.2769
2022-01-17,18to24,0.2667
2022-01-18,18to24,0.2547
2022-01-19,18to24,0.2504
2022-01-20,18to24,0.2446
2022-01-21,18to24,0.2391
2022-01-22,18to24,0.2302
2022-01-23,18to24,0.2256
2022-01-24,18to24,0.2200
2022-01-25,18to24,0.2098
2022-01-26,18to24,0.2030
2022-01-27,18to24,0.1943
2022-01-28,18to24,0.1837
2022-01-29,18to24,0.1785
2022-01-30,18to24,0.1725
2022-01-31,18to24,0.1630
2022-02-01,18to24,0.1564
2022-02-02,18to24,0.1475
2022-02-03,18to24,0.1424
2022-02-04,18to24,0.1396
2022-02-05,18to24,0.1373
2022-02-06,18to24,0.1382
2022-02-07,18to24,0.1358
2022-02-08,18to24,0.1344
2022-02-09,18to24,0.1344
2022-02-10,18to24,0.1348
2022-02-11,18to24,0.1323
2022-02-12,18to24,0.1315
2022-02-13,18to24,0.1281
2022-02-14,18to24,0.1284
2022-02-15,18to24,0.1250
2022-02-16,18to24,0.1169
2022-02-17,18to24,0.1138
2022-02-18,18to24,0.1158
2022-02-19,18to24,0.1135
2022-02-20,18to24,0.1168
2022-02-21,18to24,0.1128
2022-02-22,18to24,0.1118
2022-02-23,18to24,0.1115
2022-02-24,18to24,0.1114
2022-02-25,18to24,0.1058
2022-02-26,18to24,0.1008
2022-02-27,18to24,0.0944
2022-02-28,18to24,0.0977
2022-03-01,18to24,0.1007
2022-03-02,18to24,0.1040
2022-03-03,18to24,0.1068
2022-03-04,18to24,0.1149
2022-03-05,18to24,0.1274
2022-03-06,18to24,0.1420
2022-03-07,18to24,0.1489
2022-03-08,18to24,0.1520
2022-03-09,18to24,0.1576
2022-03-10,18to24,0.1654
2022-03-11,18to24,0.1684
2022-03-12,18to24,0.1678
2022-03-13,18to24,0.1704
2022-03-14,18to24,0.1830
2022-03-15,18to24,0.1910
2022-03-16,18to24,0.2049
2022-03-17,18to24,0.2108
2022-03-18,18to24,0.2177
2022-03-19,18to24,0.2208
2022-03-20,18to24,0.2253
2022-03-21,18to24,0.2333
2022-03-22,18to24,0.2395
2022-03-23,18to24,0.2453
2022-03-24,18to24,0.2515
2022-03-25,18to24,0.2498
2022-03-26,18to24,0.2537
2022-03-27,18to24,0.2556
2022-03-28,18to24,0.2523
2022-03-29,18to24,0.2506
2022-03-30,18to24,0.2458
2022-03-31,18to24,0.2446
2022-04-01,18to24,0.2458
2022-04-02,18to24,0.2457
2022-04-03,18to24,0.2441
2022-04-04,18to24,0.2434
2022-04-05,18to24,0.2423
2022-04-06,18to24,0.2402
2022-04-07,18to24,0.2306
2022-04-08,18to24,0.2278
2022-04-09,18to24,0.2256
2022-04-10,18to24,0.2239
2022-04-11,18to24,0.2185
2022-04-12,18to24,0.2196
2022-04-13,18to24,0.2158
2022-04-14,18to24,0.2137
2022-04-15,18to24,0.2146
2022-04-16,18to24,0.2159
2022-04-17,18to24,0.2152
2022-04-18,18to24,0.2136
2022-04-19,18to24,0.2086
2022-04-20,18to24,0.2083
2022-04-21,18to24,0.2079
2022-04-22,18to24,0.2070
2022-04-23,18to24,0.2031
2022-04-24,18to24,0.2015
2022-04-25,18to24,0.2002
2022-04-26,18to24,0.1914
2022-04-27,18to24,0.1816
2022-04-28,18to24,0.1745
2022-04-29,18to24,0.1636
2022-04-30,18to24,0.1594
2022-05-01,18to24,0.1546
2022-05-02,18to24,0.1447
2022-05-03,18to24,0.1406
2022-05-04,18to24,0.1394
2022-05-05,18to24,0.1376
2022-05-06,18to24,0.1377
2022-05-07,18to24,0.1367
2022-05-08,18to24,0.1376
2022-05-09,18to24,0.1412
2022-05-10,18to24,0.1391
2022-05-11,18to24,0.1334
2022-05-12,18to24,0.1302
2022-05-13,18to24,0.1296
2022-05-14,18to24,0.1284
2022-05-15,18to24,0.1266
2022-05-16,18to24,0.1231
2022-05-17,18to24,0.1209
2022-05-18,18to24,0.1182
2022-05-19,18to24,0.1158
2022-05-20,18to24,0.1095
2022-05-21,18to24,0.1080
2022-05-22,18to24,0.1085
2022-05-23,18to24,0.0997
2022-05-24,18to24,0.0950
2022-05-25,18to24,0.0910
2022-05-26,18to24,0.0915
2022-05-27,18to24,0.0931
2022-05-28,18to24,0.0891
2022-05-29,18to24,0.0886
2022-05-30,18to24,0.0951
2022-05-31,18to24,0.0915
2022-06-01,18to24,0.0939
2022-06-02,18to24,0.0928
2022-06-03,18to24,0.0918
2022-06-04,18to24,0.0951
2022-06-05,18to24,0.0917
2022-06-06,18to24,0.0858
2022-06-07,18to24,0.0892
2022-06-08,18to24,0.0863
2022-06-09,18to24,0.0846
2022-06-10,18to24,0.0847
2022-06-11,18to24,0.0843
2022-06-12,18to24,0.0878
2022-06-13,18to24,0.0924
2022-06-14,18to24,0.0898
2022-06-15,18to24,0.0912
2022-06-16,18to24,0.0898
2022-06-17,18to24,0.0919
2022-06-18,18to24,0.0949
2022-06-19,18to24,0.0942
2022-06-20,18to24,0.0949
2022-06-21,18to24,0.0964
2022-06-22,18to24,0.1032
2022-06-23,18to24,0.1092
2022-06-24,18to24,0.1105
2022-06-25,18to24,0.1082
2022-06-26,18to24,0.1095
2022-06-27,18to24,0.1139
2022-06-28,18to24,0.1269
2022-06-29,18to24,0.1304
2022-06-30,18to24,0.1344
2022-07-01,18to24,0.1401
2022-07-02,18to24,0.1478
2022-07-03,18to24,0.1515
2022-07-04,18to24,0.1579
2022-07-05,18to24,0.1612
2022-07-06,18to24,0.1696
2022-07-07,18to24,0.1767
2022-07-08,18to24,0.1773
2022-07-09,18to24,0.1789
2022-07-10,18to24,0.1843
2022-07-11,18to24,0.1889
2022-07-12,18to24,0.1939
2022-07-13,18to24,0.1922
2022-07-14,18to24,0.1945
2022-07-15,18to24,0.1927
2022-07-16,18to24,0.1924
2022-07-17,18to24,0.1925
2022-07-18,18to24,0.1974
2022-07-19,18to24,0.1952
2022-07-20,18to24,0.1950
2022-07-21,18to24,0.1851
2022-07-22,18to24,0.1835
2022-07-23,18to24,0.1802
2022-07-24,18to24,0.1763
2022-07-25,18to24,0.1706
2022-07-26,18to24,0.1645
2022-07-27,18to24,0.1603
2022-07-28,18to24,0.1634
2022-07-29,18to24,0.1636
2022-07-30,18to24,0.1626
2022-07-31,18to24,0.1635
2022-08-01,18to24,0.1577
2022-08-02,18to24,0.1638
2022-08-03,18to24,0.1636
2022-08-04,18to24,0.1615
2022-08-05,18to24,0.1600
2022-08-06,18to24,0.1627
2022-08-07,18to24,0.1598
2022-08-08,18to24,0.1586
2022-08-09,18to24,0.1555
2022-08-10,18to24,0.1562
2022-08-11,18to24,0.1583
2022-08-12,18to24,0.1590
2022-08-13,18to24,0.1589
2022-08-14,18to24,0.1592
2022-08-15,18to24,0.1610
2022-08-16,18to24,0.1546
2022-08-17,18to24,0.1487
2022-08-18,18to24,0.1464
2022-08-19,18to24,0.1430
2022-08-20,18to24,0.1438
2022-08-21,18to24,0.1437
2022-08-22,18to24,0.1436
2022-08-23,18to24,0.1472
2022-08-24,18to24,0.1465
2022-08-25,18to24,0.1436
2022-08-26,18to24,0.1444
2022-08-27,18to24,0.1384
2022-08-28,18to24,0.1317
2022-08-29,18to24,0.1274
2022-08-30,18to24,0.1218
2022-08-31,18to24,0.1194
2022-09-01,18to24,0.1194
2022-09-02,18to24,0.1177
2022-09-03,18to24,0.1162
2022-09-04,18to24,0.1180
2022-09-05,18to24,0.1149
2022-09-06,18to24,0.1126
2022-09-07,18to24,0.1110
2022-09-08,18to24,0.1031
2022-09-09,18to24,0.1021
2022-09-10,18to24,0.1039
2022-09-11,18to24,0.1035
2022-09-12,18to24,0.1086
2022-09-13,18to24,0.1111
2022-09-14,18to24,0.1108
2022-09-15,18to24,0.1158
2022-09-16,18to24,0.1122
2022-09-17,18to24,0.1111
2022-09-18,18to24,0.1135
2022-09-19,18to24,0.1052
2022-09-20,18to24,0.1052
2022-09-21,18to24,0.1110
2022-09-22,18to24,0.1074
2022-09-23,18to24,0.1097
2022-09-24,18to24,0.1116
2022-09-25,18to24,0.1094
2022-09-26,18to24,0.1131
2022-09-27,18to24,0.1121
2022-09-28,18to24,0.1077
2022-09-29,18to24,0.1113
2022-09-30,18to24,0.1160
2022-10-01,18to24,0.1149
2022-10-02,18to24,0.1179
2022-10-03,18to24,0.1218
2022-10-04,18to24,0.1233
2022-10-05,18to24,0.1243
2022-10-06,18to24,0.1264
2022-10-07,18to24,0.1272
2022-10-08,18to24,0.1301
2022-10-09,18to24,0.1352
2022-10-10,18to24,0.1386
2022-10-11,18to24,0.1436
2022-10-12,18to24,0.1539
2022-10-13,18to24,0.1596
2022-10-14,18to24,0.1633
2022-10-15,18to24,0.1624
2022-10-16,18to24,0.1568
2022-10-17,18to24,0.1563
2022-10-18,18to24,0.1589
2022-10-19,18to24,0.1515
2022-10-20,18to24,0.1522
2022-10-21,18to24,0.1463
2022-10-22,18to24,0.1486
2022-10-23,18to24,0.1501
2022-10-24,18to24,0.1512
2022-10-25,18to24,0.1471
2022-10-26,18to24,0.1536
2022-10-27,18to24,0.1555
2022-10-28,18to24,0.1566
2022-10-29,18to24,0.1532
2022-10-30,18to24,0.1530
2022-10-31,18to24,0.1421
2022-11-01,18to24,0.1455
2022-11-02,18to24,0.1375
2022-11-03,18to24,0.1295
2022-11-04,18to24,0.1270
2022-11-05,18to24,0.1284
2022-11-06,18to24,0.1275
2022-11-07,18to24,0.1287
2022-11-08,18to24,0.1189
2022-11-09,18to24,0.1179
2022-11-10,18to24,0.1130
2022-11-11,18to24,0.1066
2022-11-12,18to24,0.1045
2022-11-13,18to24,0.1037
2022-11-14,18to24,0.1059
2022-11-15,18to24,0.1029
2022-11-16,18to24,0.0993
2022-11-17,18to24,0.1019
2022-11-18,18to24,0.1001
2022-11-19,18to24,0.0967
2022-11-20,18to24,0.0925
2022-11-21,18to24,0.0908
2022-11-22,18to24,0.0941
2022-11-23,18to24,0.0935
2022-11-24,18to24,0.0929
2022-11-25,18to24,0.0976
2022-11-26,18to24,0.1003
2022-11-27,18to24,0.1019
2022-11-28,18to24,0.1028
2022-11-29,18to24,0.1073
2022-11-30,18to24,0.1068
2022-12-01,18to24,0.1059
2022-12-02,18to24,0.1079
2022-12-03,18to24,0.1045
2022-12-04,18to24,0.1056
2022-12-05,18to24,0.1067
2022-12-06,18to24,0.1045
2022-12-07,18to24,0.1137
2022-12-08,18to24,0.1152
2022-12-09,18to24,0.1158
2022-12-10,18to24,0.1228
2022-12-11,18to24,0.1228
2022-12-12,18to24,0.1256
2022-12-13,18to24,0.1321
2022-12-14,18to24,0.1300
2022-12-15,18to24,0.1327
2022-12-16,18to24,0.1308
2022-12-17,18to24,0.1318
2022-12-18,18to24,0.1349
2022-12-19,18to24,0.1345
2022-12-20,18to24,0.1380
2022-12-21,18to24,0.1456
2022-12-22,18to24,0.1583
2022-12-23,18to24,0.1643
2022-12-24,18to24,0.1637
2022-12-25,18to24,0.1662
2022-12-26,18to24,0.1710
2022-12-27,18to24,0.1754
2022-12-28,18to24,0.1828
2022-12-29,18to24,0.1808
2022-12-30,18to24,0.1850
2022-12-31,18to24,0.1895
2023-01-01,18to24,0.1904
2023-01-02,18to24,0.1985
2023-01-03,18to24,0.1977
2023-01-04,18to24,0.1971
2023-01-05,18to24,0.2029
2023-01-06,18to24,0.2028
2023-01-07,18to24,0.2055
2023-01-08,18to24,0.2031
2023-01-09,18to24,0.1876
2023-01-10,18to24,0.1844
2023-01-11,18to24,0.1709
2023-01-12,18to24,0.1542
2023-01-13,18to24,0.1479
2023-01-14,18to24,0.1392
2023-01-15,18to24,0.1384
2023-01-16,18to24,0.1432
2023-01-17,18to24,0.1430
2023-01-18,18to24,0.1484
2023-01-19,18to24,0.1540
2023-01-20,18to24,0.1624
2023-01-21,18to24,0.1655
2023-01-22,18to24,0.1635
2023-01-23,18to24,0.1621
2023-01-24,18to24,0.1570
2023-01-25,18to24,0.1558
2023-01-26,18to24,0.1556
2023-01-27,18to24,0.1496
2023-01-28,18to24,0.1468
2023-01-29,18to24,0.1494
2023-01-30,18to24,0.1494
2023-01-31,18to24,0.1516
2023-02-01,18to24,0.1526
2023-02-02,18to24,0.1517
2023-02-03,18to24,0.1534
2023-02-04,18to24,0.1470
2023-02-05,18to24,0.1511
2023-02-06,18to24,0.1450
2023-02-07,18to24,0.1330
2023-02-08,18to24,0.1282
2023-02-09,18to24,0.1239
2023-02-10,18to24,0.1142
2023-02-11,18to24,0.1200
2023-02-12,18to24,0.1124
2023-02-13,18to24,0.1078
2023-02-14,18to24,0.1153
2023-02-15,18to24,0.1168
2023-02-16,18to24,0.1120
2023-02-17,18to24,0.1174
2023-02-18,18to24,0.1157
2023-02-19,18to24,0.1195
2023-02-20,18to24,0.1280
2023-02-21,18to24,0.1299
2023-02-22,18to24,0.1276
2023-02-23,18to24,0.1351
2023-02-24,18to24,0.1313
2023-02-25,18to24,0.1299
2023-02-26,18to24,0.1245
2023-02-27,18to24,0.1228
2023-02-28,18to24,0.1171
2023-03-01,18to24,0.1257
2023-03-02,18to24,0.1196
2023-03-03,18to24,0.1251
2023-03-04,18to24,0.1239
2023-03-05,18to24,0.1224
2023-03-06,18to24,0.1171
2023-03-07,18to24,0.1209
2023-03-08,18to24,0.1087
2023-03-09,18to24,0.1099
2023-03-10,18to24,0.1035
2023-03-11,18to24,0.1049
2023-03-12,18to24,0.1057
2023-03-13,18to24,0.1117
2023-03-14,18to24,0.1044
2023-03-15,18to24,0.1079
2023-03-16,18to24,0.1107
2023-03-17,18to24,0.1197
2023-03-18,18to24,0.1164
2023-03-19,18to24,0.1192
2023-03-20,18to24,0.1159
2023-03-21,18to24,0.1166
2023-03-22,18to24,0.1172
2023-03-23,18to24,0.1235
2023-03-24,18to24,0.1142
2023-03-25,18to24,0.1213
2023-03-26,18to24,0.1233
2023-03-27,18to24,0.1160
2023-03-28,18to24,0.1142
2023-03-29,18to24,0.1102
2023-03-30,18to24,0.1010
2023-03-31,18to24,0.0964
2023-04-01,18to24,0.0906
2023-04-02,18to24,0.0854
2023-04-03,18to24,0.0914
2023-04-04,18to24,0.0935
2023-04-05,18to24,0.0960
2023-04-06,18to24,0.0868
2023-04-07,18to24,0.0871
2023-04-08,18to24,0.0849
2023-04-09,18to24,0.0825
2023-04-10,18to24,0.0766
2023-04-11,18to24,0.0733
2023-04-12,18to24,0.0673
2023-04-13,18to24,0.0674
2023-04-14,18to24,0.0740
2023-04-15,18to24,0.0710
2023-04-16,18to24,0.0679
2023-04-17,18to24,0.0636
2023-04-18,18to24,0.0635
2023-04-19,18to24,0.0567
2023-04-20,18to24,0.0586
2023-04-21,18to24,0.0481
2023-04-22,18to24,0.0506
2023-04-23,18to24,0.0558
2023-04-24,18to24,0.0523
2023-04-25,18to24,0.0500
2023-04-26,18to24,0.0510
2023-04-27,18to24,0.0406
2023-04-28,18to24,0.0426
2023-04-29,18to24,0.0392
2023-04-30,18to24,0.0376
2023-05-01,18to24,0.0497
2023-05-02,18to24,0.0489
2023-05-03,18to24,0.0475
2023-05-04,18to24,0.0550
2023-05-05,18to24,0.0611
2023-05-06,18to24,0.0655
2023-05-07,18to24,0.0650
2023-05-08,18to24,0.0617
2023-05-09,18to24,0.0617
2023-05-10,18to24,0.0698
2023-05-11,18to24,0.0669
2023-05-12,18to24,0.0634
2023-05-13,18to24,0.0646
2023-05-14,18to24,0.0657
2023-05-15,18to24,0.0639
2023-05-16,18to24,0.0654
2023-05-17,18to24,0.0632
2023-05-18,18to24,0.0657
2023-05-19,18to24,0.0669
2023-05-20,18to24,0.0637
2023-05-21,18to24,0.0669
2023-05-22,18to24,0.0653
2023-05-23,18to24,0.0633
2023-05-24,18to24,0.0606
2023-05-25,18to24,0.0619
2023-05-26,18to24,0.0582
2023-05-27,18to24,0.0599
2023-05-28,18to24,0.0519
2023-05-29,18to24,0.0566
2023-05-30,18to24,0.0642
2023-05-31,18to24,0.0675
2023-06-01,18to24,0.0641
2023-06-02,18to24,0.0604
2023-06-03,18to24,0.0569
2023-06-04,18to24,0.0564
2023-06-05,18to24,0.0544
2023-06-06,18to24,0.0595
2023-06-07,18to24,0.0635
2023-06-08,18to24,0.0586
2023-06-09,18to24,0.0603
2023-06-10,18to24,0.0686
2023-06-11,18to24,0.0718
2023-06-12,18to24,0.0682
2023-06-13,18to24,0.0533
2023-06-14,18to24,0.0452
2023-06-15,18to24,0.0476
2023-06-16,18to24,0.0499
2023-06-17,18to24,0.0417
2023-06-18,18to24,0.0429
2023-06-19,18to24,0.0431
2023-06-20,18to24,0.0444
2023-06-21,18to24,0.0378
2023-06-22,18to24,0.0489
2023-06-23,18to24,0.0484
2023-06-24,18to24,0.0507
2023-06-25,18to24,0.0478
2023-06-26,18to24,0.0507
2023-06-27,18to24,0.0494
2023-06-28,18to24,0.0482
2023-06-29,18to24,0.0374
2023-06-30,18to24,0.0385
2023-07-01,18to24,0.0409
2023-07-02,18to24,0.0435
2023-07-03,18to24,0.0410
2023-07-04,18to24,0.0401
2023-07-05,18to24,0.0396
2023-07-06,18to24,0.0544
2023-07-07,18to24,0.0521
2023-07-08,18to24,0.0521
2023-07-09,18to24,0.0567
2023-07-10,18to24,0.0649
2023-07-11,18to24,0.0732
2023-07-12,18to24,0.0833
2023-07-13,18to24,0.0750
2023-07-14,18to24,0.0778
2023-07-15,18to24,0.0780
2023-07-16,18to24,0.0778
2023-07-17,18to24,0.0749
2023-07-18,18to24,0.0828
2023-07-19,18to24,0.0719
2023-07-20,18to24,0.0717
2023-07-21,18to24,0.0779
2023-07-22,18to24,0.0814
2023-07-23,18to24,0.0784
2023-07-24,18to24,0.0754
2023-07-25,18to24,0.0583
2023-07-26,18to24,0.0651
2023-07-27,18to24,0.0676
2023-07-28,18to24,0.0601
2023-07-29,18to24,0.0556
2023-07-30,18to24,0.0570
2023-07-31,18to24,0.0487
2023-08-01,18to24,0.0466
2023-08-02,18to24,0.0443
2023-08-03,18to24,0.0429
2023-08-04,18to24,0.0498
2023-08-05,18to24,0.0498
2023-08-06,18to24,0.0552
2023-08-07,18to24,0.0611
2023-08-08,18to24,0.0787
2023-08-09,18to24,0.0913
2023-08-10,18to24,0.0821
2023-08-11,18to24,0.0748
2023-08-12,18to24,0.0736
2023-08-13,18to24,0.0664
2023-08-14,18to24,0.0749
2023-08-15,18to24,0.0767
2023-08-16,18to24,0.0819
2023-08-17,18to24,0.0872
2023-08-18,18to24,0.0994
2023-08-19,18to24,0.1108
2023-08-20,18to24,0.1164
2023-08-21,18to24,0.1287
2023-08-22,18to24,0.1268
2023-08-23,18to24,0.1283
2023-08-24,18to24,0.1330
2023-08-25,18to24,0.1479
2023-08-26,18to24,0.1373
2023-08-27,18to24,0.1348
2023-08-28,18to24,0.1365
2023-08-29,18to24,0.1359
2023-08-30,18to24,0.1256
2023-08-31,18to24,0.1398
2023-09-01,18to24,0.1201
2023-09-02,18to24,0.1269
2023-09-03,18to24,0.1227
2023-09-04,18to24,0.1096
2023-09-05,18to24,0.1087
2023-09-06,18to24,0.1321
2023-09-07,18to24,0.1190
2023-09-08,18to24,0.1244
2023-09-09,18to24,0.1173
2023-09-10,18to24,0.1301
2023-09-11,18to24,0.1380
2023-09-12,18to24,0.1550
2023-09-13,18to24,0.1379
2023-09-14,18to24,0.1438
2023-09-15,18to24,0.1359
2023-09-16,18to24,0.1548
2023-09-17,18to24,0.1550
2023-09-18,18to24,0.1656
2023-09-19,18to24,0.1642
2023-09-20,18to24,0.1721
2023-09-21,18to24,0.1725
2023-09-22,18to24,0.1844
2023-09-23,18to24,0.1651
2023-09-24,18to24,0.1617
2023-09-25,18to24,0.1658
2023-09-26,18to24,0.1673
2023-09-27,18to24,0.1631
2023-09-28,18to24,0.1649
2023-09-29,18to24,0.1634
2023-09-30,18to24,0.1747
2023-10-01,18to24,0.1705
2023-10-02,18to24,0.1572
2023-10-03,18to24,0.1561
